
>>> Condition Data >>>

    9073015 of 4400220000 molecules passed the conditions (0.21 percent).
  - 1190:    10.2295 percent of the time (2046 hits)
  - 1191:    12.1544 percent of the time (2431 hits)
  - 1192:    77.6361 percent of the time (15528 hits)
  - 1193:     0.8900 percent of the time (178 hits)
  - 1194:     0.2750 percent of the time (55 hits)
  - 1195:     1.2599 percent of the time (252 hits)
  - 1196:    25.1037 percent of the time (5021 hits)
  - 1197:     4.5998 percent of the time (920 hits)
  - 1198:     0.4250 percent of the time (85 hits)
  - 1199:    18.9091 percent of the time (3782 hits)
  - 1200:     2.9999 percent of the time (600 hits)
  - 1201:     1.8999 percent of the time (380 hits)
  - 1202:    15.6242 percent of the time (3125 hits)
  - 1203:     3.8798 percent of the time (776 hits)
  - 1206:     0.7650 percent of the time (153 hits)
  - 1207:    54.0323 percent of the time (10807 hits)
  - 1208:     2.4399 percent of the time (488 hits)
  - 1210:     0.2500 percent of the time (50 hits)
  - 1212:     1.1849 percent of the time (237 hits)
  - 1213:     1.3899 percent of the time (278 hits)
  - 1214:     0.0400 percent of the time (8 hits)
  - 1215:     0.5550 percent of the time (111 hits)
  - 1216:    98.4801 percent of the time (19697 hits)
  - 1217:    12.5544 percent of the time (2511 hits)
  - 1218:    10.7345 percent of the time (2147 hits)
  - 1219:    92.5904 percent of the time (18519 hits)
  - 1220:     5.5597 percent of the time (1112 hits)
  - 1221:    64.5968 percent of the time (12920 hits)
  - 1222:     7.5146 percent of the time (1503 hits)
  - 1223:     5.3697 percent of the time (1074 hits)
  - 1224:    60.5170 percent of the time (12104 hits)
  - 1225:    35.4032 percent of the time (7081 hits)
  - 1226:     8.8646 percent of the time (1773 hits)
  - 1227:    41.8679 percent of the time (8374 hits)
  - 1229:     0.0100 percent of the time (2 hits)
  - 1230:     1.9299 percent of the time (386 hits)
  - 1231:     2.7699 percent of the time (554 hits)
  - 1232:     1.4349 percent of the time (287 hits)
  - 1234:     1.6499 percent of the time (330 hits)
  - 1235:    23.3738 percent of the time (4675 hits)
  - 1236:     2.3049 percent of the time (461 hits)
  - 1237:     6.9647 percent of the time (1393 hits)
  - 1238:     0.1600 percent of the time (32 hits)
  - 1239:     5.8797 percent of the time (1176 hits)
  - 1240:     1.9299 percent of the time (386 hits)
  - 1241:    10.9045 percent of the time (2181 hits)
  - 1242:    24.8788 percent of the time (4976 hits)
  - 1243:     4.9898 percent of the time (998 hits)
  - 1244:    56.3072 percent of the time (11262 hits)
  - 1245:    25.7287 percent of the time (5146 hits)
  - 1246:     2.5599 percent of the time (512 hits)
  - 1247:     0.4450 percent of the time (89 hits)
  - 1248:     0.0800 percent of the time (16 hits)
  - 1251:    38.4981 percent of the time (7700 hits)
  - 1252:    73.5563 percent of the time (14712 hits)
  - 1253:     0.6750 percent of the time (135 hits)
  - 1254:     0.7950 percent of the time (159 hits)
  - 1255:     1.7249 percent of the time (345 hits)
  - 1256:    16.3092 percent of the time (3262 hits)
  - 1257:     1.8249 percent of the time (365 hits)
  - 1258:     6.7997 percent of the time (1360 hits)
  - 1259:    47.6326 percent of the time (9527 hits)
  - 1260:     4.1598 percent of the time (832 hits)
  - 1261:    37.0381 percent of the time (7408 hits)
  - 1262:    55.9622 percent of the time (11193 hits)
  - 1263:    64.0268 percent of the time (12806 hits)
  - 1264:    44.3978 percent of the time (8880 hits)
  - 1265:    76.8012 percent of the time (15361 hits)
  - 1266:    20.5490 percent of the time (4110 hits)
  - 1267:     1.0000 percent of the time (200 hits)
  - 1268:    64.8368 percent of the time (12968 hits)
  - 1269:    52.9574 percent of the time (10592 hits)
  - 1270:    40.7530 percent of the time (8151 hits)
  - 1271:    98.3601 percent of the time (19673 hits)
  - 1272:     0.2350 percent of the time (47 hits)
  - 1273:    38.6681 percent of the time (7734 hits)
  - 1274:    96.2252 percent of the time (19246 hits)
  - 1275:    64.7618 percent of the time (12953 hits)
  - 1276:    32.7734 percent of the time (6555 hits)
  - 1277:     0.1600 percent of the time (32 hits)
  - 1278:     0.4900 percent of the time (98 hits)
  - 1279:    11.4294 percent of the time (2286 hits)
  - 1280:     0.9500 percent of the time (190 hits)
  - 1281:     5.1947 percent of the time (1039 hits)
  - 1282:     3.2848 percent of the time (657 hits)
  - 1283:   100.0000 percent of the time (20001 hits)
  - 1284:    10.6495 percent of the time (2130 hits)
  - 1285:     5.8747 percent of the time (1175 hits)
  - 1286:     6.8697 percent of the time (1374 hits)
  - 1287:     3.8298 percent of the time (766 hits)
  - 1288:     0.4900 percent of the time (98 hits)
  - 1289:     0.0150 percent of the time (3 hits)
  - 1291:    14.2243 percent of the time (2845 hits)
  - 1292:    95.9102 percent of the time (19183 hits)
  - 1293:    97.8301 percent of the time (19567 hits)
  - 1294:    12.3394 percent of the time (2468 hits)
  - 1295:     1.2599 percent of the time (252 hits)
  - 1296:     3.3248 percent of the time (665 hits)
  - 1297:     2.8299 percent of the time (566 hits)
  - 1298:     0.5150 percent of the time (103 hits)
  - 1299:     0.1150 percent of the time (23 hits)
  - 1300:    25.0637 percent of the time (5013 hits)
  - 1301:     9.4395 percent of the time (1888 hits)
  - 1302:     0.1550 percent of the time (31 hits)
  - 1303:     3.3348 percent of the time (667 hits)
  - 1304:     0.1600 percent of the time (32 hits)
  - 1305:     0.0300 percent of the time (6 hits)
  - 1306:    16.9442 percent of the time (3389 hits)
  - 1307:     0.9750 percent of the time (195 hits)
  - 1308:     1.9299 percent of the time (386 hits)
  - 1309:     3.5348 percent of the time (707 hits)
  - 1310:     1.2049 percent of the time (241 hits)
  - 1311:     8.7596 percent of the time (1752 hits)
  - 1312:    83.6108 percent of the time (16723 hits)
  - 1313:    62.0419 percent of the time (12409 hits)
  - 1314:     2.9499 percent of the time (590 hits)
  - 1315:     1.5299 percent of the time (306 hits)
  - 1316:    12.3294 percent of the time (2466 hits)
  - 1317:    60.5020 percent of the time (12101 hits)
  - 1318:    40.9430 percent of the time (8189 hits)
  - 1319:     9.9345 percent of the time (1987 hits)
  - 1320:    11.8394 percent of the time (2368 hits)
  - 1321:     3.5398 percent of the time (708 hits)
  - 1322:     3.2348 percent of the time (647 hits)
  - 1323:    26.5087 percent of the time (5302 hits)
  - 1324:    32.3784 percent of the time (6476 hits)
  - 1325:     4.7948 percent of the time (959 hits)
  - 1326:     3.6048 percent of the time (721 hits)
  - 1327:    69.2865 percent of the time (13858 hits)
  - 1328:    89.4605 percent of the time (17893 hits)
  - 1329:    36.1032 percent of the time (7221 hits)
  - 1330:    19.7490 percent of the time (3950 hits)
  - 1331:     0.0850 percent of the time (17 hits)
  - 1332:     2.8849 percent of the time (577 hits)
  - 1333:     1.3599 percent of the time (272 hits)
  - 1334:    36.2482 percent of the time (7250 hits)
  - 1335:    67.9516 percent of the time (13591 hits)
  - 1336:     3.2248 percent of the time (645 hits)
  - 1337:    81.7709 percent of the time (16355 hits)
  - 1338:     0.5350 percent of the time (107 hits)
  - 1339:    17.2691 percent of the time (3454 hits)
  - 1340:     2.7049 percent of the time (541 hits)
  - 1341:     1.0799 percent of the time (216 hits)
  - 1342:    15.5092 percent of the time (3102 hits)
  - 1343:    48.3026 percent of the time (9661 hits)
  - 1344:    47.1326 percent of the time (9427 hits)
  - 1345:    80.2510 percent of the time (16051 hits)
  - 1346:     7.6596 percent of the time (1532 hits)
  - 1347:    11.6444 percent of the time (2329 hits)
  - 1348:     0.1250 percent of the time (25 hits)
  - 1349:     8.8196 percent of the time (1764 hits)
  - 1350:     0.0950 percent of the time (19 hits)
  - 1351:    96.5902 percent of the time (19319 hits)
  - 1352:    31.6684 percent of the time (6334 hits)
  - 1353:     0.0850 percent of the time (17 hits)
  - 1354:     3.3598 percent of the time (672 hits)
  - 1355:     5.5897 percent of the time (1118 hits)
  - 1356:     6.2147 percent of the time (1243 hits)
  - 1358:    45.0127 percent of the time (9003 hits)
  - 1359:     8.8096 percent of the time (1762 hits)
  - 1360:    11.2144 percent of the time (2243 hits)
  - 1361:     1.0049 percent of the time (201 hits)
  - 1362:    27.7286 percent of the time (5546 hits)
  - 1363:     0.5350 percent of the time (107 hits)
  - 1364:    32.5134 percent of the time (6503 hits)
  - 1365:     4.2048 percent of the time (841 hits)
  - 1366:    44.2378 percent of the time (8848 hits)
  - 1367:     2.7999 percent of the time (560 hits)
  - 1369:     1.8249 percent of the time (365 hits)
  - 1370:     1.3599 percent of the time (272 hits)
  - 1371:     0.6550 percent of the time (131 hits)
  - 1372:    21.8589 percent of the time (4372 hits)
  - 1373:     2.7649 percent of the time (553 hits)
  - 1374:    89.6655 percent of the time (17934 hits)
  - 1375:    60.0770 percent of the time (12016 hits)
  - 1376:    24.2288 percent of the time (4846 hits)
  - 1377:     0.7200 percent of the time (144 hits)
  - 1378:     0.1850 percent of the time (37 hits)
  - 1380:     0.1650 percent of the time (33 hits)
  - 1381:     2.9949 percent of the time (599 hits)
  - 1382:    48.0476 percent of the time (9610 hits)
  - 1383:     3.1298 percent of the time (626 hits)
  - 1384:     4.1298 percent of the time (826 hits)
  - 1385:    86.9507 percent of the time (17391 hits)
  - 1387:     0.0450 percent of the time (9 hits)
  - 1388:    79.2660 percent of the time (15854 hits)
  - 1389:     3.2598 percent of the time (652 hits)
  - 1390:     4.8298 percent of the time (966 hits)
  - 1391:     2.0799 percent of the time (416 hits)
  - 1392:    13.2743 percent of the time (2655 hits)
  - 1393:     1.6899 percent of the time (338 hits)
  - 1395:     2.2249 percent of the time (445 hits)
  - 1396:    36.0632 percent of the time (7213 hits)
  - 1397:    10.2995 percent of the time (2060 hits)
  - 1398:    17.1891 percent of the time (3438 hits)
  - 1400:     0.2600 percent of the time (52 hits)
  - 1401:    12.4744 percent of the time (2495 hits)
  - 1402:     2.4899 percent of the time (498 hits)
  - 1403:     0.8000 percent of the time (160 hits)
  - 1404:    20.8940 percent of the time (4179 hits)
  - 1406:     0.0050 percent of the time (1 hits)
  - 1407:     0.0300 percent of the time (6 hits)
  - 1408:    20.5340 percent of the time (4107 hits)
  - 1409:    46.2277 percent of the time (9246 hits)
  - 1410:     1.2349 percent of the time (247 hits)
  - 1411:    24.6638 percent of the time (4933 hits)
  - 1412:     9.8645 percent of the time (1973 hits)
  - 1413:    17.4041 percent of the time (3481 hits)
  - 1414:     0.9550 percent of the time (191 hits)
  - 1415:     2.7599 percent of the time (552 hits)
  - 1416:     6.3897 percent of the time (1278 hits)
  - 1417:     0.2750 percent of the time (55 hits)
  - 1418:     3.4498 percent of the time (690 hits)
  - 1419:     3.4498 percent of the time (690 hits)
  - 1420:     6.0347 percent of the time (1207 hits)
  - 1421:     0.2750 percent of the time (55 hits)
  - 1422:     0.4850 percent of the time (97 hits)
  - 1423:     0.2100 percent of the time (42 hits)
  - 1424:     4.7898 percent of the time (958 hits)
  - 1425:     8.2896 percent of the time (1658 hits)
  - 1426:     0.0600 percent of the time (12 hits)
  - 1427:    28.3736 percent of the time (5675 hits)
  - 1428:     0.0050 percent of the time (1 hits)
  - 1432:     0.0550 percent of the time (11 hits)
  - 1434:    99.7900 percent of the time (19959 hits)
  - 1435:     7.1896 percent of the time (1438 hits)
  - 1436:    51.3924 percent of the time (10279 hits)
  - 1437:    89.4255 percent of the time (17886 hits)
  - 1438:     7.5246 percent of the time (1505 hits)
  - 1439:    30.0035 percent of the time (6001 hits)
  - 1440:    17.5441 percent of the time (3509 hits)
  - 1441:     1.5099 percent of the time (302 hits)
  - 1442:     4.0948 percent of the time (819 hits)
  - 1443:     6.2747 percent of the time (1255 hits)
  - 1444:     2.1449 percent of the time (429 hits)
  - 1445:     3.7648 percent of the time (753 hits)
  - 1446:    45.3077 percent of the time (9062 hits)
  - 1447:     0.0100 percent of the time (2 hits)
  - 1448:     9.6545 percent of the time (1931 hits)
  - 1451:     0.0300 percent of the time (6 hits)
  - 1452:     0.3350 percent of the time (67 hits)
  - 1453:    27.4686 percent of the time (5494 hits)
  - 1454:    50.6975 percent of the time (10140 hits)
  - 1455:     0.5200 percent of the time (104 hits)
  - 1456:     3.6398 percent of the time (728 hits)
  - 1457:     1.6099 percent of the time (322 hits)
  - 1458:    44.3278 percent of the time (8866 hits)
  - 1459:     2.5049 percent of the time (501 hits)
  - 1460:     1.5299 percent of the time (306 hits)
  - 1461:     1.0399 percent of the time (208 hits)
  - 1462:     0.8350 percent of the time (167 hits)
  - 1463:     4.8098 percent of the time (962 hits)
  - 1464:    16.4442 percent of the time (3289 hits)
  - 1465:     4.6048 percent of the time (921 hits)
  - 1466:     3.2098 percent of the time (642 hits)
  - 1467:    38.6481 percent of the time (7730 hits)
  - 1468:    12.7594 percent of the time (2552 hits)
  - 1469:     2.7449 percent of the time (549 hits)
  - 1470:     1.5449 percent of the time (309 hits)
  - 1471:     2.0499 percent of the time (410 hits)
  - 1472:    13.9593 percent of the time (2792 hits)
  - 1473:     1.2149 percent of the time (243 hits)
  - 1474:    99.6000 percent of the time (19921 hits)
  - 1475:    10.0845 percent of the time (2017 hits)
  - 1476:     1.4349 percent of the time (287 hits)
  - 1477:     0.0100 percent of the time (2 hits)
  - 1478:     0.6050 percent of the time (121 hits)
  - 1479:     0.3800 percent of the time (76 hits)
  - 1480:     0.4650 percent of the time (93 hits)
  - 1481:     0.8800 percent of the time (176 hits)
  - 1482:     5.7397 percent of the time (1148 hits)
  - 1483:     3.1398 percent of the time (628 hits)
  - 1484:     1.8499 percent of the time (370 hits)
  - 1485:    10.4445 percent of the time (2089 hits)
  - 1486:     9.4295 percent of the time (1886 hits)
  - 1487:     0.3450 percent of the time (69 hits)
  - 1488:     3.0548 percent of the time (611 hits)
  - 1489:    14.5093 percent of the time (2902 hits)
  - 1490:    42.0729 percent of the time (8415 hits)
  - 1491:     2.3049 percent of the time (461 hits)
  - 1492:     1.5549 percent of the time (311 hits)
  - 1493:     1.4649 percent of the time (293 hits)
  - 1494:    56.5072 percent of the time (11302 hits)
  - 1495:    10.6795 percent of the time (2136 hits)
  - 1496:     8.1846 percent of the time (1637 hits)
  - 1497:     6.7247 percent of the time (1345 hits)
  - 1498:    19.5490 percent of the time (3910 hits)
  - 1499:    38.6881 percent of the time (7738 hits)
  - 1500:    22.4989 percent of the time (4500 hits)
  - 1501:     0.7250 percent of the time (145 hits)
  - 1502:    73.5513 percent of the time (14711 hits)
  - 1503:     3.3598 percent of the time (672 hits)
  - 1504:    38.3381 percent of the time (7668 hits)
  - 1505:     4.2298 percent of the time (846 hits)
  - 1506:    84.0058 percent of the time (16802 hits)
  - 1507:    16.1342 percent of the time (3227 hits)
  - 1508:    57.2971 percent of the time (11460 hits)
  - 1509:     2.4449 percent of the time (489 hits)
  - 1510:    12.6394 percent of the time (2528 hits)
  - 1511:    60.8670 percent of the time (12174 hits)
  - 1512:    47.3876 percent of the time (9478 hits)
  - 1513:    82.1909 percent of the time (16439 hits)
  - 1514:    23.7688 percent of the time (4754 hits)
  - 1515:    70.4215 percent of the time (14085 hits)
  - 1516:    52.5274 percent of the time (10506 hits)
  - 1517:    18.3391 percent of the time (3668 hits)
  - 1518:    30.4835 percent of the time (6097 hits)
  - 1519:     5.1897 percent of the time (1038 hits)
  - 1520:    43.7528 percent of the time (8751 hits)
  - 1521:    29.2885 percent of the time (5858 hits)
  - 1522:    10.2445 percent of the time (2049 hits)
  - 1523:     0.1650 percent of the time (33 hits)
  - 1524:     0.0100 percent of the time (2 hits)
  - 1526:    77.5411 percent of the time (15509 hits)
  - 1527:    60.1020 percent of the time (12021 hits)
  - 1528:     4.2448 percent of the time (849 hits)
  - 1529:     0.7850 percent of the time (157 hits)
  - 1530:    22.9189 percent of the time (4584 hits)
  - 1531:     6.7297 percent of the time (1346 hits)
  - 1533:     8.4396 percent of the time (1688 hits)
  - 1534:    35.1432 percent of the time (7029 hits)
  - 1535:     0.4250 percent of the time (85 hits)
  - 1536:     0.8250 percent of the time (165 hits)
  - 1537:    10.3445 percent of the time (2069 hits)
  - 1538:    48.4826 percent of the time (9697 hits)
  - 1539:    56.4872 percent of the time (11298 hits)
  - 1540:    55.8722 percent of the time (11175 hits)
  - 1541:    96.0652 percent of the time (19214 hits)
  - 1542:    10.1145 percent of the time (2023 hits)
  - 1543:     2.9949 percent of the time (599 hits)
  - 1544:     6.7347 percent of the time (1347 hits)
  - 1545:     1.1649 percent of the time (233 hits)
  - 1546:     0.1950 percent of the time (39 hits)
  - 1547:     0.3950 percent of the time (79 hits)
  - 1548:    15.7142 percent of the time (3143 hits)
  - 1549:    28.0386 percent of the time (5608 hits)
  - 1550:    13.5743 percent of the time (2715 hits)
  - 1551:    42.5979 percent of the time (8520 hits)
  - 1552:    14.0743 percent of the time (2815 hits)
  - 1553:    15.5242 percent of the time (3105 hits)
  - 1554:     1.3299 percent of the time (266 hits)
  - 1555:    25.2637 percent of the time (5053 hits)
  - 1556:    11.2844 percent of the time (2257 hits)
  - 1557:    78.7211 percent of the time (15745 hits)
  - 1558:    98.8901 percent of the time (19779 hits)
  - 1561:    29.8185 percent of the time (5964 hits)
  - 1562:     9.0595 percent of the time (1812 hits)
  - 1563:    62.4569 percent of the time (12492 hits)
  - 1564:     2.0749 percent of the time (415 hits)
  - 1565:    21.3939 percent of the time (4279 hits)
  - 1566:     0.0500 percent of the time (10 hits)
  - 1567:    22.1089 percent of the time (4422 hits)
  - 1568:    11.6094 percent of the time (2322 hits)
  - 1569:     4.9648 percent of the time (993 hits)
  - 1570:     4.6548 percent of the time (931 hits)
  - 1571:    84.7858 percent of the time (16958 hits)
  - 1572:     0.8850 percent of the time (177 hits)
  - 1573:    53.2973 percent of the time (10660 hits)
  - 1574:     4.1798 percent of the time (836 hits)
  - 1575:     0.2450 percent of the time (49 hits)
  - 1576:     4.9498 percent of the time (990 hits)
  - 1577:    36.4932 percent of the time (7299 hits)
  - 1578:    66.4967 percent of the time (13300 hits)
  - 1579:    33.6583 percent of the time (6732 hits)
  - 1580:    33.8133 percent of the time (6763 hits)
  - 1581:     0.0150 percent of the time (3 hits)
  - 1582:     0.9450 percent of the time (189 hits)
  - 1583:     0.4200 percent of the time (84 hits)
  - 1584:     1.1599 percent of the time (232 hits)
  - 1585:    10.1695 percent of the time (2034 hits)
  - 1586:     1.4999 percent of the time (300 hits)
  - 1587:    21.6139 percent of the time (4323 hits)
  - 1588:     2.0299 percent of the time (406 hits)
  - 1589:    76.5512 percent of the time (15311 hits)
  - 1590:     6.3897 percent of the time (1278 hits)
  - 1591:     7.2746 percent of the time (1455 hits)
  - 1592:     1.9449 percent of the time (389 hits)
  - 1593:     9.6945 percent of the time (1939 hits)
  - 1594:     4.3198 percent of the time (864 hits)
  - 1595:     0.3900 percent of the time (78 hits)
  - 1596:    37.1781 percent of the time (7436 hits)
  - 1597:    21.3089 percent of the time (4262 hits)
  - 1598:     0.2500 percent of the time (50 hits)
  - 1599:    29.4885 percent of the time (5898 hits)
  - 1600:     2.8299 percent of the time (566 hits)
  - 1601:     0.8700 percent of the time (174 hits)
  - 1602:     3.5298 percent of the time (706 hits)
  - 1603:     0.2450 percent of the time (49 hits)
  - 1604:    31.5084 percent of the time (6302 hits)
  - 1605:   100.0000 percent of the time (20001 hits)
  - 1606:     4.4548 percent of the time (891 hits)
  - 1607:    76.2662 percent of the time (15254 hits)
  - 1608:    26.0237 percent of the time (5205 hits)
  - 1609:    99.2500 percent of the time (19851 hits)
  - 1610:    65.3517 percent of the time (13071 hits)
  - 1611:    95.2352 percent of the time (19048 hits)
  - 1612:     1.3099 percent of the time (262 hits)
  - 1613:     0.4200 percent of the time (84 hits)
  - 1614:    54.8723 percent of the time (10975 hits)
  - 1615:    56.0922 percent of the time (11219 hits)
  - 1616:     3.9148 percent of the time (783 hits)
  - 1617:     2.1849 percent of the time (437 hits)
  - 1618:    22.8139 percent of the time (4563 hits)
  - 1619:     3.1198 percent of the time (624 hits)
  - 1620:     6.2697 percent of the time (1254 hits)
  - 1621:    15.0392 percent of the time (3008 hits)
  - 1622:     2.5299 percent of the time (506 hits)
  - 1623:     4.8898 percent of the time (978 hits)
  - 1624:    71.7814 percent of the time (14357 hits)
  - 1625:    90.8055 percent of the time (18162 hits)
  - 1626:    13.3743 percent of the time (2675 hits)
  - 1627:     2.5099 percent of the time (502 hits)
  - 1628:    11.9944 percent of the time (2399 hits)
  - 1629:    41.4829 percent of the time (8297 hits)
  - 1630:     0.2400 percent of the time (48 hits)
  - 1631:     5.2047 percent of the time (1041 hits)
  - 1632:    26.2387 percent of the time (5248 hits)
  - 1633:    38.3081 percent of the time (7662 hits)
  - 1634:    65.1817 percent of the time (13037 hits)
  - 1635:    42.9629 percent of the time (8593 hits)
  - 1636:    13.8543 percent of the time (2771 hits)
  - 1637:     2.9799 percent of the time (596 hits)
  - 1638:     1.5049 percent of the time (301 hits)
  - 1639:    17.5491 percent of the time (3510 hits)
  - 1640:    38.0631 percent of the time (7613 hits)
  - 1641:     2.0849 percent of the time (417 hits)
  - 1642:     3.8348 percent of the time (767 hits)
  - 1643:     0.8850 percent of the time (177 hits)
  - 1644:    44.1478 percent of the time (8830 hits)
  - 1645:    20.5340 percent of the time (4107 hits)
  - 1646:     0.0500 percent of the time (10 hits)
  - 1647:     0.0150 percent of the time (3 hits)
  - 1648:     1.1499 percent of the time (230 hits)
  - 1649:    10.6095 percent of the time (2122 hits)
  - 1650:     9.4195 percent of the time (1884 hits)
  - 1651:     5.1397 percent of the time (1028 hits)
  - 1652:     0.7150 percent of the time (143 hits)
  - 1653:     0.0100 percent of the time (2 hits)
  - 1654:    13.6843 percent of the time (2737 hits)
  - 1655:     0.8000 percent of the time (160 hits)
  - 1656:    14.1043 percent of the time (2821 hits)
  - 1657:    51.4674 percent of the time (10294 hits)
  - 1658:    16.7442 percent of the time (3349 hits)
  - 1659:    37.8931 percent of the time (7579 hits)
  - 1660:    90.8055 percent of the time (18162 hits)
  - 1661:     8.6246 percent of the time (1725 hits)
  - 1662:    43.4128 percent of the time (8683 hits)
  - 1663:    37.9381 percent of the time (7588 hits)
  - 1664:     0.1000 percent of the time (20 hits)
  - 1665:    21.3339 percent of the time (4267 hits)
  - 1666:    26.4337 percent of the time (5287 hits)
  - 1667:     4.8448 percent of the time (969 hits)
  - 1668:     0.0400 percent of the time (8 hits)
  - 1670:    10.7145 percent of the time (2143 hits)
  - 1671:    99.0000 percent of the time (19801 hits)
  - 1672:    28.3886 percent of the time (5678 hits)
  - 1673:     9.8645 percent of the time (1973 hits)
  - 1674:    19.8490 percent of the time (3970 hits)
  - 1675:    12.2944 percent of the time (2459 hits)
  - 1676:    55.9222 percent of the time (11185 hits)
  - 1677:    12.5544 percent of the time (2511 hits)
  - 1678:    50.7975 percent of the time (10160 hits)
  - 1679:    41.9929 percent of the time (8399 hits)
  - 1680:    70.8315 percent of the time (14167 hits)
  - 1681:    28.9786 percent of the time (5796 hits)
  - 1682:     2.3299 percent of the time (466 hits)
  - 1683:     7.6746 percent of the time (1535 hits)
  - 1684:    56.7522 percent of the time (11351 hits)
  - 1685:    47.0776 percent of the time (9416 hits)
  - 1686:     1.0499 percent of the time (210 hits)
  - 1687:    11.4144 percent of the time (2283 hits)
  - 1688:    67.9566 percent of the time (13592 hits)
  - 1689:     1.0899 percent of the time (218 hits)
  - 1690:     3.9298 percent of the time (786 hits)
  - 1691:     1.7349 percent of the time (347 hits)
  - 1692:    73.0013 percent of the time (14601 hits)
  - 1693:     0.0450 percent of the time (9 hits)
  - 1694:    22.9939 percent of the time (4599 hits)
  - 1695:     0.0450 percent of the time (9 hits)
  - 1696:    99.5900 percent of the time (19919 hits)
  - 1697:     8.3446 percent of the time (1669 hits)
  - 1698:     4.6548 percent of the time (931 hits)
  - 1699:     7.0296 percent of the time (1406 hits)
  - 1700:    45.9477 percent of the time (9190 hits)
  - 1701:    38.6131 percent of the time (7723 hits)
  - 1702:    20.8590 percent of the time (4172 hits)
  - 1703:     7.4696 percent of the time (1494 hits)
  - 1704:     1.9699 percent of the time (394 hits)
  - 1705:     0.3950 percent of the time (79 hits)
  - 1706:     7.1896 percent of the time (1438 hits)
  - 1707:    34.1783 percent of the time (6836 hits)
  - 1708:    47.4026 percent of the time (9481 hits)
  - 1709:     0.0950 percent of the time (19 hits)
  - 1710:    34.9533 percent of the time (6991 hits)
  - 1711:     2.2199 percent of the time (444 hits)
  - 1712:    66.5067 percent of the time (13302 hits)
  - 1713:     5.3647 percent of the time (1073 hits)
  - 1714:    10.0545 percent of the time (2011 hits)
  - 1715:     0.0100 percent of the time (2 hits)
  - 1716:     7.9246 percent of the time (1585 hits)
  - 1717:    56.2672 percent of the time (11254 hits)
  - 1718:    24.5238 percent of the time (4905 hits)
  - 1719:    17.3891 percent of the time (3478 hits)
  - 1720:    50.9875 percent of the time (10198 hits)
  - 1721:     6.3497 percent of the time (1270 hits)
  - 1722:    21.4889 percent of the time (4298 hits)
  - 1723:     0.5950 percent of the time (119 hits)
  - 1725:    50.7975 percent of the time (10160 hits)
  - 1726:     1.2949 percent of the time (259 hits)
  - 1727:    45.9377 percent of the time (9188 hits)
  - 1728:     1.4199 percent of the time (284 hits)
  - 1729:     1.5749 percent of the time (315 hits)
  - 1731:    99.7200 percent of the time (19945 hits)
  - 1732:    36.8632 percent of the time (7373 hits)
  - 1733:    79.2960 percent of the time (15860 hits)
  - 1734:     4.0048 percent of the time (801 hits)
  - 1735:    65.2167 percent of the time (13044 hits)
  - 1736:    13.2043 percent of the time (2641 hits)
  - 1737:    65.6067 percent of the time (13122 hits)
  - 1738:    41.3479 percent of the time (8270 hits)
  - 1739:    14.7493 percent of the time (2950 hits)
  - 1740:    54.0573 percent of the time (10812 hits)
  - 1741:    12.3944 percent of the time (2479 hits)
  - 1742:    51.4824 percent of the time (10297 hits)
  - 1743:    19.3290 percent of the time (3866 hits)
  - 1744:    11.4794 percent of the time (2296 hits)
  - 1745:     0.2000 percent of the time (40 hits)
  - 1746:     1.5849 percent of the time (317 hits)
  - 1747:    62.7619 percent of the time (12553 hits)
  - 1748:    23.4688 percent of the time (4694 hits)
  - 1749:    59.5670 percent of the time (11914 hits)
  - 1750:    97.2001 percent of the time (19441 hits)
  - 1751:    72.0014 percent of the time (14401 hits)
  - 1752:     0.0800 percent of the time (16 hits)
  - 1753:     0.6750 percent of the time (135 hits)
  - 1754:     4.8448 percent of the time (969 hits)
  - 1755:     8.2496 percent of the time (1650 hits)
  - 1756:     0.1850 percent of the time (37 hits)
  - 1757:    97.1101 percent of the time (19423 hits)
  - 1758:    22.3789 percent of the time (4476 hits)
  - 1759:     3.1848 percent of the time (637 hits)
  - 1760:    37.0431 percent of the time (7409 hits)
  - 1761:    38.8881 percent of the time (7778 hits)
  - 1762:    58.1571 percent of the time (11632 hits)
  - 1763:     0.6100 percent of the time (122 hits)
  - 1764:     3.2348 percent of the time (647 hits)
  - 1765:     0.0900 percent of the time (18 hits)
  - 1766:     0.7950 percent of the time (159 hits)
  - 1767:    25.5887 percent of the time (5118 hits)
  - 1768:    20.3890 percent of the time (4078 hits)
  - 1769:    17.2441 percent of the time (3449 hits)
  - 1770:   100.0000 percent of the time (20001 hits)
  - 1771:    84.8808 percent of the time (16977 hits)
  - 1772:    20.8640 percent of the time (4173 hits)
  - 1773:     1.9349 percent of the time (387 hits)
  - 1774:     4.6248 percent of the time (925 hits)
  - 1775:     1.7299 percent of the time (346 hits)
  - 1776:     1.3399 percent of the time (268 hits)
  - 1777:     0.9800 percent of the time (196 hits)
  - 1778:    63.7468 percent of the time (12750 hits)
  - 1779:     0.6500 percent of the time (130 hits)
  - 1780:     0.0300 percent of the time (6 hits)
  - 1781:     2.0099 percent of the time (402 hits)
  - 1782:     1.2949 percent of the time (259 hits)
  - 1783:    14.1943 percent of the time (2839 hits)
  - 1784:     0.4600 percent of the time (92 hits)
  - 1785:    43.3528 percent of the time (8671 hits)
  - 1786:     1.8699 percent of the time (374 hits)
